year, gini , top5 ,,,,,,,,,,,,,,,
" 1,967.00 ", 55.50 , 29.44 ,,,,,,,,,,,,,,,
" 1,968.00 ", 55.50 , 29.44 ,,,,,,,,,,,,,,,
" 1,969.00 ", 55.50 , 29.44 ,,,,,,,,,,,,,,,
" 1,970.00 ", 55.50 , 29.44 ,,,,,,,,,,,,,,,
" 1,971.00 ", 55.50 , 29.44 ,,,,,,,,,,,,,,,
" 1,972.00 ", 55.50 , 29.44 ,,,,,,,,,,,,,,,
" 1,973.00 ", 55.59 , 29.45 ,,,,,,,,,,,,,,,
" 1,974.00 ", 55.69 , 29.46 ,,,,,,,,,,,,,,,
" 1,975.00 ", 55.78 , 29.47 ,,,,,,,,,,,,,,,
" 1,976.00 ", 55.88 , 29.48 ,,,,,,,,,,,,,,,
" 1,977.00 ", 55.97 , 29.50 ,,,,,,,,,,,,,,,
" 1,978.00 ", 56.07 , 29.51 ,,,,,,,,,,,,,,,
" 1,979.00 ", 56.16 , 29.52 ,,,,,,,,,,,,,,,
" 1,980.00 ", 56.26 , 29.53 ,,,,,,,,,,,,,,,
" 1,981.00 ", 56.35 , 29.54 ,,,,,,,,,,,,,,,
" 1,982.00 ", 56.45 , 29.55 ,,,,,,,,,,,,,,,
" 1,983.00 ", 56.54 , 29.56 ,,,,,,,,,,,,,,,
" 1,984.00 ", 56.64 , 29.57 ,,,,,,,,,,,,,,,
" 1,985.00 ", 56.73 , 29.58 ,,,,,,,,,,,,,,,
" 1,986.00 ", 56.83 , 29.59 ,,,,,,,,,,,,,,,
" 1,987.00 ", 56.92 , 29.60 ,,,,,,,,,,,,,,,
" 1,988.00 ", 57.02 , 29.61 ,,,,,,,,,,,,,,,
" 1,989.00 ", 57.11 , 29.62 ,,,,,,,,,,,,,,,
" 1,990.00 ", 57.21 , 29.63 ,,,,,,,,,,,,,,,
" 1,991.00 ", 57.30 , 29.64 ,,,,,,,,,,,,,,,
" 1,992.00 ", 57.40 , 29.65 ,,,,,,,,,,,,,,,
" 1,993.00 ", 57.49 , 29.66 ,,,,,,,,,,,,,,,
" 1,994.00 ", 57.59 , 29.67 ,,,,,,,,,,,,,,,
" 1,995.00 ", 57.68 , 29.68 ,,,,,,,,,,,,,,,
" 1,996.00 ", 57.78 , 29.69 ,,,,,,,,,,,,,,,
" 1,997.00 ", 57.87 , 29.70 ,,,,,,,,,,,,,,,
" 1,998.00 ", 58.54 , 31.03 ,,,,,,,,,,,,,,,
" 1,999.00 ", 59.21 , 32.36 ,,,,,,,,,,,,,,,
" 2,000.00 ", 53.95 , 26.19 ,,,,,,,,,,,,,,,
" 2,001.00 ", 57.13 , 29.68 ,,,,,,,,,,,,,,,
" 2,002.00 ", 59.41 , 32.69 ,,,,,,,,,,,,,,,
" 2,003.00 ", 59.50 , 32.95 ,,,,,,,,,,,,,,,
" 2,004.00 ", 56.07 , 29.09 ,,,,,,,,,,,,,,,
" 2,005.00 ", 55.09 , 28.37 ,,,,,,,,,,,,,,,
" 2,006.00 ", 54.10 , 27.66 ,,,,,,,,,,,,,,,
" 2,007.00 ", 53.12 , 26.94 ,,,,,,,,,,,,,,,
" 2,008.00 ", 51.94 , 26.06 ,,,,,,,,,,,,,,,
" 2,009.00 ", 50.76 , 25.18 ,,,,,,,,,,,,,,,
" 2,010.00 ", 49.58 , 24.30 ,,,,,,,,,,,,,,,
" 2,011.00 ", 48.91 , 23.77 ,,,,,,,,,,,,,,,
" 2,012.00 ", 48.25 , 23.23 ,,,,,,,,,,,,,,,
" 2,013.00 ", 47.58 , 22.70 ,,,,,,,,,,,,,,,
" 2,014.00 ", 47.33 , 22.67 ,,,,,,,,,,,,,,,
" 2,015.00 ", 47.09 , 22.64 ,,,,,,,,,,,,,,,
" 2,016.00 ", 46.84 , 22.61 ,,,,,,,,,,,,,,,
" 2,017.00 ", 46.47 , 22.29 ,,,,,,,,,,,,,,,
" 2,018.00 ", 45.48 , 21.72 ,,,,,,,,,,,,,,,
" 2,019.00 ", 44.55 , 21.21 ,,,,,,,,,,,,,,,
" 2,020.00 ", 47.99 , 23.30 ,,,,,,,,,,,,,,,
" 1,950.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,951.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,952.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,953.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,954.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,955.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,956.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,957.00 ", 49.41 , 26.80 ,,,,,,,,,,,,,,,
" 1,958.00 ", 49.91 , 27.20 ,,,,,,,,,,,,,,,
" 1,959.00 ", 50.41 , 27.60 ,,,,,,,,,,,,,,,
" 1,960.00 ", 50.91 , 28.00 ,,,,,,,,,,,,,,,
" 1,961.00 ", 51.41 , 28.40 ,,,,,,,,,,,,,,,
" 1,962.00 ", 51.23 , 27.89 ,,,,,,,,,,,,,,,
" 1,963.00 ", 51.06 , 27.38 ,,,,,,,,,,,,,,,
" 1,964.00 ", 50.89 , 26.87 ,,,,,,,,,,,,,,,
" 1,965.00 ", 50.72 , 26.36 ,,,,,,,,,,,,,,,
" 1,966.00 ", 50.57 , 26.25 ,,,,,,,,,,,,,,,
" 1,967.00 ", 50.41 , 26.14 ,,,,,,,,,,,,,,,
" 1,968.00 ", 50.26 , 26.03 ,,,,,,,,,,,,,,,
" 1,969.00 ", 50.11 , 25.92 ,,,,,,,,,,,,,,,
" 1,970.00 ", 49.95 , 25.82 ,,,,,,,,,,,,,,,
" 1,971.00 ", 49.80 , 25.71 ,,,,,,,,,,,,,,,
" 1,972.00 ", 49.51 , 25.58 ,,,,,,,,,,,,,,,
" 1,973.00 ", 49.21 , 25.46 ,,,,,,,,,,,,,,,
" 1,974.00 ", 48.92 , 25.34 ,,,,,,,,,,,,,,,
" 1,975.00 ", 48.63 , 25.22 ,,,,,,,,,,,,,,,
" 1,976.00 ", 48.34 , 25.10 ,,,,,,,,,,,,,,,
" 1,977.00 ", 48.04 , 24.97 ,,,,,,,,,,,,,,,
" 1,978.00 ", 47.75 , 24.85 ,,,,,,,,,,,,,,,
" 1,979.00 ", 47.46 , 24.73 ,,,,,,,,,,,,,,,
" 1,980.00 ", 47.17 , 24.61 ,,,,,,,,,,,,,,,
" 1,981.00 ", 46.87 , 24.49 ,,,,,,,,,,,,,,,
" 1,982.00 ", 46.58 , 24.36 ,,,,,,,,,,,,,,,
" 1,983.00 ", 46.29 , 24.24 ,,,,,,,,,,,,,,,
" 1,984.00 ", 46.00 , 24.12 ,,,,,,,,,,,,,,,
" 1,985.00 ", 45.70 , 24.00 ,,,,,,,,,,,,,,,
" 1,986.00 ", 45.62 , 23.77 ,,,,,,,,,,,,,,,
" 1,987.00 ", 45.54 , 23.54 ,,,,,,,,,,,,,,,
" 1,988.00 ", 45.46 , 23.31 ,,,,,,,,,,,,,,,
" 1,989.00 ", 46.49 , 24.05 ,,,,,,,,,,,,,,,
" 1,990.00 ", 47.51 , 24.78 ,,,,,,,,,,,,,,,
" 1,991.00 ", 48.53 , 25.51 ,,,,,,,,,,,,,,,
" 1,992.00 ", 48.24 , 25.21 ,,,,,,,,,,,,,,,
" 1,993.00 ", 47.94 , 24.90 ,,,,,,,,,,,,,,,
" 1,994.00 ", 47.65 , 24.60 ,,,,,,,,,,,,,,,
" 1,995.00 ", 48.61 , 25.33 ,,,,,,,,,,,,,,,
" 1,996.00 ", 49.57 , 26.07 ,,,,,,,,,,,,,,,
" 1,997.00 ", 50.53 , 26.80 ,,,,,,,,,,,,,,,
" 1,998.00 ", 49.50 , 26.19 ,,,,,,,,,,,,,,,
" 1,999.00 ", 48.47 , 25.59 ,,,,,,,,,,,,,,,
" 2,000.00 ", 47.44 , 24.98 ,,,,,,,,,,,,,,,
" 2,001.00 ", 47.08 , 24.69 ,,,,,,,,,,,,,,,
" 2,002.00 ", 46.72 , 24.39 ,,,,,,,,,,,,,,,
" 2,003.00 ", 46.37 , 24.09 ,,,,,,,,,,,,,,,
" 2,004.00 ", 46.60 , 24.06 ,,,,,,,,,,,,,,,
" 2,005.00 ", 46.83 , 24.03 ,,,,,,,,,,,,,,,
" 2,006.00 ", 47.06 , 24.00 ,,,,,,,,,,,,,,,
" 2,007.00 ", 46.76 , 23.92 ,,,,,,,,,,,,,,,
" 2,008.00 ", 46.45 , 23.84 ,,,,,,,,,,,,,,,
" 2,009.00 ", 46.14 , 23.75 ,,,,,,,,,,,,,,,
" 2,010.00 ", 46.22 , 23.75 ,,,,,,,,,,,,,,,
" 2,011.00 ", 46.29 , 23.75 ,,,,,,,,,,,,,,,
" 2,012.00 ", 46.36 , 23.75 ,,,,,,,,,,,,,,,
" 2,013.00 ", 45.71 , 23.40 ,,,,,,,,,,,,,,,
" 2,014.00 ", 45.05 , 23.05 ,,,,,,,,,,,,,,,
" 2,015.00 ", 44.40 , 22.70 ,,,,,,,,,,,,,,,
" 2,016.00 ", 43.63 , 22.34 ,,,,,,,,,,,,,,,
" 2,017.00 ", 42.86 , 21.99 ,,,,,,,,,,,,,,,
" 2,018.00 ", 42.08 , 21.63 ,,,,,,,,,,,,,,,
" 2,019.00 ", 42.08 , 21.63 ,,,,,,,,,,,,,,,
" 2,020.00 ", 42.08 , 21.63 ,,,,,,,,,,,,,,,
" 1,950.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,951.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,952.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,953.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,954.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,955.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,956.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,957.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,958.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,959.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,960.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,961.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,962.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,963.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,964.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,965.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,966.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,967.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,968.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,969.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,970.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,971.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,972.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,973.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,974.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,975.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,976.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,977.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,978.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,979.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,980.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,981.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,982.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,983.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,984.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,985.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,986.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,987.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,988.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,989.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,990.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,991.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,992.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,993.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,994.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,995.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,996.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,997.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,998.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,999.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,000.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,001.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,002.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,003.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,004.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,005.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,006.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,007.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,008.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,009.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,010.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,011.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,012.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,013.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,014.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,015.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,016.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,017.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,018.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,019.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 2,020.00 ", 41.95 , 21.92 ,,,,,,,,,,,,,,,
" 1,950.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,951.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,952.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,953.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,954.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,955.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,956.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,957.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,958.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,959.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,960.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,961.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,962.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,963.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,964.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,965.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,966.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,967.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,968.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,969.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,970.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,971.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,972.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,973.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,974.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,975.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,976.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,977.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,978.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,979.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,980.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,981.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,982.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,983.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,984.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,985.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,986.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,987.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,988.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,989.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,990.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,991.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,992.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,993.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,994.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,995.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,996.00 ", 45.57 , 23.38 ,,,,,,,,,,,,,,,
" 1,997.00 ", 45.37 , 23.24 ,,,,,,,,,,,,,,,
" 1,998.00 ", 45.17 , 23.10 ,,,,,,,,,,,,,,,
" 1,999.00 ", 44.96 , 22.96 ,,,,,,,,,,,,,,,
" 2,000.00 ", 44.76 , 22.82 ,,,,,,,,,,,,,,,
" 2,001.00 ", 44.56 , 22.68 ,,,,,,,,,,,,,,,
" 2,002.00 ", 44.35 , 22.54 ,,,,,,,,,,,,,,,
" 2,003.00 ", 44.15 , 22.40 ,,,,,,,,,,,,,,,
" 2,004.00 ", 43.95 , 22.26 ,,,,,,,,,,,,,,,
" 2,005.00 ", 43.74 , 22.12 ,,,,,,,,,,,,,,,
" 2,006.00 ", 43.54 , 21.98 ,,,,,,,,,,,,,,,
" 2,007.00 ", 43.34 , 21.84 ,,,,,,,,,,,,,,,
" 2,008.00 ", 43.13 , 21.70 ,,,,,,,,,,,,,,,
" 2,009.00 ", 42.93 , 21.56 ,,,,,,,,,,,,,,,
" 2,010.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,011.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,012.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,013.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,014.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,015.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,016.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,017.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,018.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,019.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 2,020.00 ", 42.73 , 21.42 ,,,,,,,,,,,,,,,
" 1,950.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,951.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,952.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,953.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,954.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,955.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,956.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,957.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,958.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,959.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,960.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,961.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,962.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,963.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,964.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,965.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,966.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,967.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,968.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,969.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,970.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,971.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,972.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,973.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,974.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,975.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,976.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,977.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,978.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,979.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,980.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,981.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,982.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,983.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,984.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,985.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,986.00 ", 27.97 , 12.83 ,,,,,,,,,,,,,,,
" 1,987.00 ", 28.19 , 13.04 ,,,,,,,,,,,,,,,
" 1,988.00 ", 28.41 , 13.25 ,,,,,,,,,,,,,,,
" 1,989.00 ", 28.63 , 13.45 ,,,,,,,,,,,,,,,
" 1,990.00 ", 28.85 , 13.66 ,,,,,,,,,,,,,,,
" 1,991.00 ", 29.07 , 13.87 ,,,,,,,,,,,,,,,
" 1,992.00 ", 29.29 , 14.08 ,,,,,,,,,,,,,,,
" 1,993.00 ", 31.43 , 15.11 ,,,,,,,,,,,,,,,
" 1,994.00 ", 33.56 , 16.14 ,,,,,,,,,,,,,,,
" 1,995.00 ", 35.70 , 17.17 ,,,,,,,,,,,,,,,
" 1,996.00 ", 34.92 , 16.81 ,,,,,,,,,,,,,,,
" 1,997.00 ", 34.14 , 16.45 ,,,,,,,,,,,,,,,
" 1,998.00 ", 33.37 , 16.09 ,,,,,,,,,,,,,,,
" 1,999.00 ", 32.59 , 15.73 ,,,,,,,,,,,,,,,
" 2,000.00 ", 33.20 , 15.98 ,,,,,,,,,,,,,,,
" 2,001.00 ", 33.81 , 16.23 ,,,,,,,,,,,,,,,
" 2,002.00 ", 34.43 , 16.48 ,,,,,,,,,,,,,,,
" 2,003.00 ", 35.04 , 16.73 ,,,,,,,,,,,,,,,
" 2,004.00 ", 35.65 , 16.98 ,,,,,,,,,,,,,,,
" 2,005.00 ", 35.37 , 16.82 ,,,,,,,,,,,,,,,
" 2,006.00 ", 34.84 , 16.63 ,,,,,,,,,,,,,,,
" 2,007.00 ", 34.54 , 17.16 ,,,,,,,,,,,,,,,
" 2,008.00 ", 34.02 , 16.61 ,,,,,,,,,,,,,,,
" 2,009.00 ", 34.22 , 16.61 ,,,,,,,,,,,,,,,
" 2,010.00 ", 34.61 , 16.99 ,,,,,,,,,,,,,,,
" 2,011.00 ", 34.60 , 16.86 ,,,,,,,,,,,,,,,
" 2,012.00 ", 34.84 , 17.00 ,,,,,,,,,,,,,,,
" 2,013.00 ", 35.08 , 17.05 ,,,,,,,,,,,,,,,
" 2,014.00 ", 34.24 , 16.35 ,,,,,,,,,,,,,,,
" 2,015.00 ", 33.65 , 16.05 ,,,,,,,,,,,,,,,
" 2,016.00 ", 31.27 , 15.11 ,,,,,,,,,,,,,,,
" 2,017.00 ", 30.44 , 15.23 ,,,,,,,,,,,,,,,
" 2,018.00 ", 30.77 , 15.23 ,,,,,,,,,,,,,,,
" 2,019.00 ", 30.91 , 15.23 ,,,,,,,,,,,,,,,
" 2,020.00 ", 31.78 , 15.44 ,,,,,,,,,,,,,,,
" 1,950.00 ", 44.53 , 24.63 ,,,,,,,,,,,,,,,
" 1,951.00 ", 44.53 , 24.63 ,,,,,,,,,,,,,,,
" 1,952.00 ", 44.53 , 24.63 ,,,,,,,,,,,,,,,
" 1,953.00 ", 44.53 , 24.63 ,,,,,,,,,,,,,,,
" 1,954.00 ", 44.72 , 24.52 ,,,,,,,,,,,,,,,
" 1,955.00 ", 44.91 , 24.42 ,,,,,,,,,,,,,,,
" 1,956.00 ", 45.10 , 24.31 ,,,,,,,,,,,,,,,
" 1,957.00 ", 45.29 , 24.20 ,,,,,,,,,,,,,,,
" 1,958.00 ", 45.48 , 24.09 ,,,,,,,,,,,,,,,
" 1,959.00 ", 45.68 , 23.99 ,,,,,,,,,,,,,,,
" 1,960.00 ", 45.87 , 23.88 ,,,,,,,,,,,,,,,
" 1,961.00 ", 46.06 , 23.77 ,,,,,,,,,,,,,,,
" 1,962.00 ", 46.25 , 23.66 ,,,,,,,,,,,,,,,
" 1,963.00 ", 46.44 , 23.56 ,,,,,,,,,,,,,,,
" 1,964.00 ", 47.33 , 23.91 ,,,,,,,,,,,,,,,
" 1,965.00 ", 48.23 , 24.27 ,,,,,,,,,,,,,,,
" 1,966.00 ", 49.12 , 24.63 ,,,,,,,,,,,,,,,
" 1,967.00 ", 50.01 , 24.98 ,,,,,,,,,,,,,,,
" 1,968.00 ", 50.90 , 25.34 ,,,,,,,,,,,,,,,
" 1,969.00 ", 51.80 , 25.70 ,,,,,,,,,,,,,,,
" 1,970.00 ", 51.60 , 25.58 ,,,,,,,,,,,,,,,
" 1,971.00 ", 51.40 , 25.46 ,,,,,,,,,,,,,,,
" 1,972.00 ", 51.20 , 25.34 ,,,,,,,,,,,,,,,
" 1,973.00 ", 51.00 , 25.22 ,,,,,,,,,,,,,,,
" 1,974.00 ", 50.80 , 25.10 ,,,,,,,,,,,,,,,
" 1,975.00 ", 50.60 , 24.98 ,,,,,,,,,,,,,,,
" 1,976.00 ", 50.40 , 24.86 ,,,,,,,,,,,,,,,
" 1,977.00 ", 50.20 , 24.74 ,,,,,,,,,,,,,,,
" 1,978.00 ", 50.00 , 24.62 ,,,,,,,,,,,,,,,
