year, gini , top5 ,,,,,,,,,,,,,,,
" 1,983.00 ", 20.12 , 10.09 ,,,,,,,,,,,,,,,
" 1,984.00 ", 19.96 , 10.05 ,,,,,,,,,,,,,,,
" 1,985.00 ", 19.80 , 10.01 ,,,,,,,,,,,,,,,
" 1,986.00 ", 19.87 , 10.21 ,,,,,,,,,,,,,,,
" 1,987.00 ", 19.95 , 10.40 ,,,,,,,,,,,,,,,
" 1,988.00 ", 20.02 , 10.60 ,,,,,,,,,,,,,,,
" 1,989.00 ", 20.79 , 11.10 ,,,,,,,,,,,,,,,
" 1,990.00 ", 21.55 , 11.60 ,,,,,,,,,,,,,,,
" 1,991.00 ", 22.31 , 12.10 ,,,,,,,,,,,,,,,
" 1,992.00 ", 22.05 , 12.15 ,,,,,,,,,,,,,,,
" 1,993.00 ", 20.66 , 11.92 ,,,,,,,,,,,,,,,
" 1,994.00 ", 21.94 , 12.35 ,,,,,,,,,,,,,,,
" 1,995.00 ", 23.22 , 12.77 ,,,,,,,,,,,,,,,
" 1,996.00 ", 24.49 , 13.20 ,,,,,,,,,,,,,,,
" 1,997.00 ", 25.77 , 13.62 ,,,,,,,,,,,,,,,
" 1,998.00 ", 25.90 , 13.67 ,,,,,,,,,,,,,,,
" 1,999.00 ", 26.03 , 13.72 ,,,,,,,,,,,,,,,
" 2,000.00 ", 26.15 , 13.77 ,,,,,,,,,,,,,,,
" 2,001.00 ", 26.28 , 13.81 ,,,,,,,,,,,,,,,
" 2,002.00 ", 26.41 , 13.86 ,,,,,,,,,,,,,,,
" 2,003.00 ", 26.53 , 13.91 ,,,,,,,,,,,,,,,
" 2,004.00 ", 26.94 , 14.08 ,,,,,,,,,,,,,,,
" 2,005.00 ", 27.35 , 14.25 ,,,,,,,,,,,,,,,
" 2,006.00 ", 26.74 , 13.96 ,,,,,,,,,,,,,,,
" 2,007.00 ", 26.12 , 13.68 ,,,,,,,,,,,,,,,
" 2,008.00 ", 25.51 , 13.39 ,,,,,,,,,,,,,,,
" 2,009.00 ", 25.86 , 13.44 ,,,,,,,,,,,,,,,
" 2,010.00 ", 26.21 , 13.49 ,,,,,,,,,,,,,,,
" 2,011.00 ", 26.57 , 13.54 ,,,,,,,,,,,,,,,
" 2,012.00 ", 26.57 , 13.67 ,,,,,,,,,,,,,,,
" 2,013.00 ", 26.57 , 13.80 ,,,,,,,,,,,,,,,
" 2,014.00 ", 26.57 , 13.93 ,,,,,,,,,,,,,,,
" 2,015.00 ", 26.25 , 13.77 ,,,,,,,,,,,,,,,
" 2,016.00 ", 25.94 , 13.62 ,,,,,,,,,,,,,,,
" 2,017.00 ", 25.63 , 13.46 ,,,,,,,,,,,,,,,
" 2,018.00 ", 25.09 , 12.95 ,,,,,,,,,,,,,,,
" 2,019.00 ", 25.22 , 13.00 ,,,,,,,,,,,,,,,
" 2,020.00 ", 25.49 , 12.85 ,,,,,,,,,,,,,,,
" 1,950.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,951.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,952.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,953.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,954.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,955.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,956.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,957.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,958.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,959.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,960.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,961.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,962.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,963.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,964.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,965.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,966.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,967.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,968.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,969.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,970.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,971.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,972.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,973.00 ", 29.93 , 14.46 ,,,,,,,,,,,,,,,
" 1,974.00 ", 29.65 , 14.44 ,,,,,,,,,,,,,,,
" 1,975.00 ", 29.36 , 14.43 ,,,,,,,,,,,,,,,
" 1,976.00 ", 29.08 , 14.41 ,,,,,,,,,,,,,,,
" 1,977.00 ", 28.80 , 14.39 ,,,,,,,,,,,,,,,
" 1,978.00 ", 28.51 , 14.38 ,,,,,,,,,,,,,,,
" 1,979.00 ", 28.40 , 14.04 ,,,,,,,,,,,,,,,
" 1,980.00 ", 28.28 , 13.71 ,,,,,,,,,,,,,,,
" 1,981.00 ", 28.16 , 13.38 ,,,,,,,,,,,,,,,
" 1,982.00 ", 28.29 , 13.72 ,,,,,,,,,,,,,,,
" 1,983.00 ", 28.42 , 14.05 ,,,,,,,,,,,,,,,
" 1,984.00 ", 28.61 , 14.01 ,,,,,,,,,,,,,,,
" 1,985.00 ", 28.80 , 13.96 ,,,,,,,,,,,,,,,
" 1,986.00 ", 27.79 , 13.02 ,,,,,,,,,,,,,,,
" 1,987.00 ", 27.57 , 13.15 ,,,,,,,,,,,,,,,
" 1,988.00 ", 27.91 , 13.36 ,,,,,,,,,,,,,,,
" 1,989.00 ", 28.36 , 13.92 ,,,,,,,,,,,,,,,
" 1,990.00 ", 28.59 , 13.95 ,,,,,,,,,,,,,,,
" 1,991.00 ", 28.66 , 13.75 ,,,,,,,,,,,,,,,
" 1,992.00 ", 29.51 , 14.06 ,,,,,,,,,,,,,,,
" 1,993.00 ", 29.24 , 14.13 ,,,,,,,,,,,,,,,
" 1,994.00 ", 28.78 , 13.87 ,,,,,,,,,,,,,,,
" 1,995.00 ", 29.30 , 13.95 ,,,,,,,,,,,,,,,
" 1,996.00 ", 29.07 , 13.98 ,,,,,,,,,,,,,,,
" 1,997.00 ", 28.53 , 13.61 ,,,,,,,,,,,,,,,
" 1,998.00 ", 28.40 , 13.30 ,,,,,,,,,,,,,,,
" 1,999.00 ", 28.38 , 13.32 ,,,,,,,,,,,,,,,
" 2,000.00 ", 29.18 , 14.09 ,,,,,,,,,,,,,,,
" 2,001.00 ", 28.94 , 13.94 ,,,,,,,,,,,,,,,
" 2,002.00 ", 30.11 , 14.70 ,,,,,,,,,,,,,,,
" 2,003.00 ", 29.97 , 14.56 ,,,,,,,,,,,,,,,
" 2,004.00 ", 30.07 , 14.86 ,,,,,,,,,,,,,,,
" 2,005.00 ", 30.29 , 14.84 ,,,,,,,,,,,,,,,
" 2,006.00 ", 31.81 , 15.83 ,,,,,,,,,,,,,,,
" 2,007.00 ", 31.23 , 15.45 ,,,,,,,,,,,,,,,
" 2,008.00 ", 31.40 , 15.92 ,,,,,,,,,,,,,,,
" 2,009.00 ", 30.88 , 15.50 ,,,,,,,,,,,,,,,
" 2,010.00 ", 30.50 , 14.85 ,,,,,,,,,,,,,,,
" 2,011.00 ", 30.38 , 14.81 ,,,,,,,,,,,,,,,
" 2,012.00 ", 30.87 , 15.38 ,,,,,,,,,,,,,,,
" 2,013.00 ", 31.09 , 15.09 ,,,,,,,,,,,,,,,
" 2,014.00 ", 31.47 , 15.66 ,,,,,,,,,,,,,,,
" 2,015.00 ", 30.93 , 14.72 ,,,,,,,,,,,,,,,
" 2,016.00 ", 31.58 , 15.73 ,,,,,,,,,,,,,,,
" 2,017.00 ", 31.63 , 15.44 ,,,,,,,,,,,,,,,
" 2,018.00 ", 31.20 , 15.41 ,,,,,,,,,,,,,,,
" 2,019.00 ", 31.72 , 15.99 ,,,,,,,,,,,,,,,
" 2,020.00 ", 31.72 , 15.99 ,,,,,,,,,,,,,,,
" 1,950.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,951.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,952.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,953.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,954.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,955.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,956.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,957.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,958.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,959.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,960.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,961.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,962.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,963.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,964.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,965.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,966.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,967.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,968.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,969.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,970.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,971.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,972.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,973.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,974.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,975.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,976.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,977.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,978.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,979.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,980.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,981.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,982.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,983.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,984.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,985.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,986.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,987.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,988.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,989.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,990.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,991.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,992.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,993.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,994.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,995.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,996.00 ", 48.77 , 24.32 ,,,,,,,,,,,,,,,
" 1,997.00 ", 47.73 , 23.76 ,,,,,,,,,,,,,,,
" 1,998.00 ", 46.68 , 23.20 ,,,,,,,,,,,,,,,
" 1,999.00 ", 45.64 , 22.64 ,,,,,,,,,,,,,,,
" 2,000.00 ", 44.60 , 22.08 ,,,,,,,,,,,,,,,
" 2,001.00 ", 43.55 , 21.52 ,,,,,,,,,,,,,,,
" 2,002.00 ", 42.51 , 20.97 ,,,,,,,,,,,,,,,
" 2,003.00 ", 42.89 , 21.19 ,,,,,,,,,,,,,,,
" 2,004.00 ", 43.26 , 21.42 ,,,,,,,,,,,,,,,
" 2,005.00 ", 43.64 , 21.64 ,,,,,,,,,,,,,,,
" 2,006.00 ", 44.02 , 21.87 ,,,,,,,,,,,,,,,
" 2,007.00 ", 44.40 , 22.09 ,,,,,,,,,,,,,,,
" 2,008.00 ", 44.78 , 22.32 ,,,,,,,,,,,,,,,
" 2,009.00 ", 45.16 , 22.54 ,,,,,,,,,,,,,,,
" 2,010.00 ", 45.54 , 22.77 ,,,,,,,,,,,,,,,
" 2,011.00 ", 45.92 , 22.99 ,,,,,,,,,,,,,,,
" 2,012.00 ", 46.29 , 23.22 ,,,,,,,,,,,,,,,
" 2,013.00 ", 45.57 , 22.99 ,,,,,,,,,,,,,,,
" 2,014.00 ", 45.11 , 22.75 ,,,,,,,,,,,,,,,
" 2,015.00 ", 44.65 , 22.50 ,,,,,,,,,,,,,,,
" 2,016.00 ", 44.20 , 22.25 ,,,,,,,,,,,,,,,
" 2,017.00 ", 43.74 , 22.00 ,,,,,,,,,,,,,,,
" 2,018.00 ", 43.74 , 22.00 ,,,,,,,,,,,,,,,
" 2,019.00 ", 43.74 , 22.00 ,,,,,,,,,,,,,,,
" 2,020.00 ", 43.74 , 22.00 ,,,,,,,,,,,,,,,
" 1,950.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,951.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,952.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,953.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,954.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,955.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,956.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,957.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,958.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,959.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,960.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,961.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,962.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,963.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,964.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,965.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,966.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,967.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,968.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,969.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,970.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,971.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,972.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,973.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,974.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,975.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,976.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,977.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,978.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,979.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,980.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,981.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,982.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,983.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,984.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,985.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,986.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,987.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,988.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,989.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,990.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,991.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,992.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,993.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,994.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,995.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,996.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,997.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,998.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,999.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,000.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,001.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,002.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,003.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,004.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,005.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,006.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,007.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,008.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,009.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,010.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,011.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,012.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,013.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,014.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,015.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,016.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,017.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,018.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,019.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 2,020.00 ", 55.81 , 30.88 ,,,,,,,,,,,,,,,
" 1,950.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,951.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,952.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,953.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,954.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,955.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,956.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,957.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,958.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,959.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,960.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,961.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,962.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,963.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,964.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,965.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,966.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,967.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,968.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,969.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,970.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,971.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,972.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,973.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,974.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,975.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,976.00 ", 27.72 , 13.33 ,,,,,,,,,,,,,,,
" 1,977.00 ", 27.61 , 13.31 ,,,,,,,,,,,,,,,
" 1,978.00 ", 27.49 , 13.29 ,,,,,,,,,,,,,,,
" 1,979.00 ", 27.37 , 13.28 ,,,,,,,,,,,,,,,
" 1,980.00 ", 27.26 , 13.26 ,,,,,,,,,,,,,,,
" 1,981.00 ", 27.14 , 13.24 ,,,,,,,,,,,,,,,
" 1,982.00 ", 27.03 , 13.23 ,,,,,,,,,,,,,,,
" 1,983.00 ", 26.91 , 13.21 ,,,,,,,,,,,,,,,
" 1,984.00 ", 26.79 , 13.19 ,,,,,,,,,,,,,,,
" 1,985.00 ", 26.68 , 13.17 ,,,,,,,,,,,,,,,
" 1,986.00 ", 26.56 , 13.16 ,,,,,,,,,,,,,,,
" 1,987.00 ", 26.44 , 13.14 ,,,,,,,,,,,,,,,
" 1,988.00 ", 26.12 , 12.97 ,,,,,,,,,,,,,,,
" 1,989.00 ", 25.79 , 12.81 ,,,,,,,,,,,,,,,
" 1,990.00 ", 25.46 , 12.64 ,,,,,,,,,,,,,,,
" 1,991.00 ", 25.14 , 12.48 ,,,,,,,,,,,,,,,
" 1,992.00 ", 24.81 , 12.31 ,,,,,,,,,,,,,,,
" 1,993.00 ", 24.20 , 12.12 ,,,,,,,,,,,,,,,
" 1,994.00 ", 23.58 , 11.94 ,,,,,,,,,,,,,,,
" 1,995.00 ", 22.97 , 11.75 ,,,,,,,,,,,,,,,
" 1,996.00 ", 23.14 , 11.79 ,,,,,,,,,,,,,,,
" 1,997.00 ", 23.31 , 11.83 ,,,,,,,,,,,,,,,
" 1,998.00 ", 23.47 , 11.87 ,,,,,,,,,,,,,,,
" 1,999.00 ", 23.64 , 11.91 ,,,,,,,,,,,,,,,
" 2,000.00 ", 23.81 , 11.95 ,,,,,,,,,,,,,,,
" 2,001.00 ", 23.93 , 11.97 ,,,,,,,,,,,,,,,
" 2,002.00 ", 24.04 , 11.99 ,,,,,,,,,,,,,,,
" 2,003.00 ", 24.16 , 12.00 ,,,,,,,,,,,,,,,
" 2,004.00 ", 24.27 , 12.02 ,,,,,,,,,,,,,,,
" 2,005.00 ", 24.66 , 12.35 ,,,,,,,,,,,,,,,
" 2,006.00 ", 25.04 , 12.68 ,,,,,,,,,,,,,,,
" 2,007.00 ", 25.43 , 13.01 ,,,,,,,,,,,,,,,
" 2,008.00 ", 25.67 , 13.22 ,,,,,,,,,,,,,,,
" 2,009.00 ", 25.91 , 13.42 ,,,,,,,,,,,,,,,
" 2,010.00 ", 26.16 , 13.63 ,,,,,,,,,,,,,,,
" 2,011.00 ", 26.03 , 13.49 ,,,,,,,,,,,,,,,
" 2,012.00 ", 25.90 , 13.36 ,,,,,,,,,,,,,,,
" 2,013.00 ", 25.77 , 13.22 ,,,,,,,,,,,,,,,
" 2,014.00 ", 25.95 , 13.35 ,,,,,,,,,,,,,,,
" 2,015.00 ", 26.14 , 13.48 ,,,,,,,,,,,,,,,
" 2,016.00 ", 26.32 , 13.61 ,,,,,,,,,,,,,,,
" 2,017.00 ", 26.29 , 13.41 ,,,,,,,,,,,,,,,
" 2,018.00 ", 26.89 , 13.63 ,,,,,,,,,,,,,,,
" 2,019.00 ", 26.39 , 13.02 ,,,,,,,,,,,,,,,
" 2,020.00 ", 26.44 , 13.56 ,,,,,,,,,,,,,,,
" 1,950.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,951.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,952.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,953.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,954.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,955.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,956.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,957.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,958.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,959.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,960.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,961.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,962.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,963.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,964.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,965.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,966.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,967.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,968.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,969.00 ", 45.26 , 24.70 ,,,,,,,,,,,,,,,
" 1,970.00 ", 45.30 , 24.65 ,,,,,,,,,,,,,,,
" 1,971.00 ", 45.33 , 24.59 ,,,,,,,,,,,,,,,
" 1,972.00 ", 45.37 , 24.54 ,,,,,,,,,,,,,,,
" 1,973.00 ", 45.40 , 24.48 ,,,,,,,,,,,,,,,
" 1,974.00 ", 45.44 , 24.43 ,,,,,,,,,,,,,,,
" 1,975.00 ", 45.47 , 24.37 ,,,,,,,,,,,,,,,
" 1,976.00 ", 45.50 , 24.32 ,,,,,,,,,,,,,,,
" 1,977.00 ", 45.54 , 24.26 ,,,,,,,,,,,,,,,
" 1,978.00 ", 45.57 , 24.21 ,,,,,,,,,,,,,,,
" 1,979.00 ", 45.61 , 24.16 ,,,,,,,,,,,,,,,
" 1,980.00 ", 45.64 , 24.10 ,,,,,,,,,,,,,,,
" 1,981.00 ", 45.68 , 24.05 ,,,,,,,,,,,,,,,
" 1,982.00 ", 45.71 , 23.99 ,,,,,,,,,,,,,,,
" 1,983.00 ", 45.75 , 23.94 ,,,,,,,,,,,,,,,
" 1,984.00 ", 45.78 , 23.88 ,,,,,,,,,,,,,,,
" 1,985.00 ", 46.42 , 23.73 ,,,,,,,,,,,,,,,
" 1,986.00 ", 47.06 , 23.58 ,,,,,,,,,,,,,,,
" 1,987.00 ", 47.90 , 24.61 ,,,,,,,,,,,,,,,
" 1,988.00 ", 48.74 , 25.64 ,,,,,,,,,,,,,,,
" 1,989.00 ", 49.58 , 26.67 ,,,,,,,,,,,,,,,
" 1,990.00 ", 49.79 , 27.32 ,,,,,,,,,,,,,,,
" 1,991.00 ", 49.99 , 27.97 ,,,,,,,,,,,,,,,
" 1,992.00 ", 50.20 , 28.62 ,,,,,,,,,,,,,,,
" 1,993.00 ", 49.35 , 27.43 ,,,,,,,,,,,,,,,
" 1,994.00 ", 48.49 , 26.24 ,,,,,,,,,,,,,,,
